run_id,policy,task_index,task_id,priority,period,deadline,wcet,offset,jobs_released,jobs_completed,deadline_miss,unfinished,rt_avg,rt_max,late_avg,late_max
11,FPP,0,0,1,13,13,1,0,15385,15385,0,0,1.083393,2,0.000000,0
11,FPP,1,1,2,18,18,1,0,11112,11112,0,0,1.615371,3,0.000000,0
11,FPP,2,2,5,121,121,8,0,1653,1653,0,0,12.770720,18,0.000000,0
11,FPP,3,3,3,23,23,3,0,8696,8696,0,0,3.754485,6,0.000000,0
11,FPP,4,4,4,45,45,2,0,4445,4445,0,0,3.613273,8,0.000000,0
11,FPP,5,5,7,129,129,10,0,1551,1551,0,0,26.139265,62,0.000000,0
11,FPP,6,6,6,122,122,16,0,1640,1640,0,0,29.430488,43,0.000000,0
11,FPP,7,7,0,12,12,1,0,16667,16667,0,0,1.000000,1,0.000000,0
run_id,policy,task_index,task_id,priority,period,deadline,wcet,offset,jobs_released,jobs_completed,deadline_miss,unfinished,rt_avg,rt_max,late_avg,late_max
12,FPP,0,0,3,88,88,1,0,2273,2273,0,0,2.724153,14,0.000000,0
12,FPP,1,1,1,46,46,10,0,4348,4348,0,0,10.588316,11,0.000000,0
12,FPP,2,2,0,17,17,1,0,11765,11765,0,0,1.000000,1,0.000000,0
12,FPP,3,3,7,142,142,12,0,1409,1409,0,0,60.288148,116,0.000000,0
12,FPP,4,4,2,47,47,2,0,4256,4256,0,0,3.715461,13,0.000000,0
12,FPP,5,5,5,126,126,24,0,1588,1588,0,0,43.936398,68,0.000000,0
12,FPP,6,6,6,131,131,20,0,1527,1527,0,0,56.129011,91,0.000000,0
12,FPP,7,7,4,121,121,15,0,1653,1653,0,0,22.303690,30,0.000000,0
run_id,policy,task_index,task_id,priority,period,deadline,wcet,offset,jobs_released,jobs_completed,deadline_miss,unfinished,rt_avg,rt_max,late_avg,late_max
13,FPP,0,0,3,42,42,4,0,4762,4762,0,0,4.996010,9,0.000000,0
13,FPP,1,1,2,32,32,2,0,6250,6250,0,0,2.418240,5,0.000000,0
13,FPP,2,2,6,109,109,16,0,1835,1835,0,0,27.246322,39,0.000000,0
13,FPP,3,3,0,20,20,1,0,10000,10000,0,0,1.000000,1,0.000000,0
13,FPP,4,4,4,56,56,2,0,3572,3572,0,0,4.533875,11,0.000000,0
13,FPP,5,5,5,86,86,7,0,2326,2326,0,0,10.583835,18,0.000000,0
13,FPP,6,6,1,22,22,2,0,9091,9091,0,0,2.100099,3,0.000000,0
13,FPP,7,7,7,133,133,22,0,1504,1504,0,0,50.043883,75,0.000000,0
run_id,policy,task_index,task_id,priority,period,deadline,wcet,offset,jobs_released,jobs_completed,deadline_miss,unfinished,rt_avg,rt_max,late_avg,late_max
14,FPP,0,0,5,98,98,10,0,2041,2041,0,0,17.268496,36,0.000000,0
14,FPP,1,1,3,89,89,7,0,2248,2248,0,0,9.677491,17,0.000000,0
14,FPP,2,2,1,29,29,2,0,6897,6897,0,0,2.153980,3,0.000000,0
14,FPP,3,3,2,51,51,6,0,3922,3922,0,0,6.984702,9,0.000000,0
14,FPP,4,4,4,97,97,6,0,2062,2062,0,0,9.710475,23,0.000000,0
14,FPP,5,5,0,13,13,1,0,15385,15385,0,0,1.000000,1,0.000000,0
14,FPP,6,6,6,101,101,13,0,1981,1980,0,1,26.901515,50,0.000000,0
14,FPP,7,7,7,143,143,11,0,1399,1399,0,0,32.514653,71,0.000000,0
run_id,policy,task_index,task_id,priority,period,deadline,wcet,offset,jobs_released,jobs_completed,deadline_miss,unfinished,rt_avg,rt_max,late_avg,late_max
15,FPP,0,0,7,128,128,22,0,1563,1562,0,1,59.882202,90,0.000000,0
15,FPP,1,1,2,97,97,6,0,2062,2062,0,0,9.902522,26,0.000000,0
15,FPP,2,2,5,109,109,4,0,1835,1835,0,0,10.212534,40,0.000000,0
15,FPP,3,3,3,100,100,1,0,2000,2000,0,0,3.726500,27,0.000000,0
15,FPP,4,4,6,120,120,18,0,1667,1667,0,0,36.344931,68,0.000000,0
15,FPP,5,5,0,51,51,10,0,3922,3922,0,0,10.000000,10,0.000000,0
15,FPP,6,6,4,105,105,9,0,1905,1905,0,0,15.500262,36,0.000000,0
15,FPP,7,7,1,93,93,10,0,2151,2151,0,0,13.061832,20,0.000000,0
run_id,policy,task_index,task_id,priority,period,deadline,wcet,offset,jobs_released,jobs_completed,deadline_miss,unfinished,rt_avg,rt_max,late_avg,late_max
16,FPP,0,0,1,25,25,3,0,8000,8000,0,0,3.249875,4,0.000000,0
16,FPP,1,1,4,88,88,10,0,2273,2273,0,0,19.296084,39,0.000000,0
16,FPP,2,2,7,139,139,3,0,1439,1439,2,0,34.266157,150,0.011119,11
16,FPP,3,3,0,12,12,1,0,16667,16667,0,0,1.000000,1,0.000000,0
16,FPP,4,4,2,76,76,6,0,2632,2632,0,0,7.666413,10,0.000000,0
16,FPP,5,5,5,92,92,15,0,2174,2174,0,0,34.603496,58,0.000000,0
16,FPP,6,6,6,102,102,14,0,1961,1961,0,0,47.888832,74,0.000000,0
16,FPP,7,7,3,77,77,13,0,2598,2598,0,0,17.995766,24,0.000000,0
run_id,policy,task_index,task_id,priority,period,deadline,wcet,offset,jobs_released,jobs_completed,deadline_miss,unfinished,rt_avg,rt_max,late_avg,late_max
17,FPP,0,0,1,21,21,1,0,9524,9524,0,0,1.353108,4,0.000000,0
17,FPP,1,1,0,17,17,3,0,11765,11765,0,0,3.000000,3,0.000000,0
17,FPP,2,2,6,143,143,12,0,1399,1399,0,0,39.886347,93,0.000000,0
17,FPP,3,3,7,149,149,6,0,1343,1343,0,0,32.845123,99,0.000000,0
17,FPP,4,4,5,115,115,10,0,1740,1739,0,1,26.085681,46,0.000000,0
17,FPP,5,5,3,60,60,6,0,3334,3334,0,0,10.194061,21,0.000000,0
17,FPP,6,6,4,77,77,10,0,2598,2598,0,0,19.463048,32,0.000000,0
17,FPP,7,7,2,52,52,8,0,3847,3847,0,0,10.127372,12,0.000000,0
run_id,policy,task_index,task_id,priority,period,deadline,wcet,offset,jobs_released,jobs_completed,deadline_miss,unfinished,rt_avg,rt_max,late_avg,late_max
18,FPP,0,0,3,55,55,7,0,3637,3637,0,0,9.518284,13,0.000000,0
18,FPP,1,1,2,40,40,1,0,5000,5000,0,0,2.308000,5,0.000000,0
18,FPP,2,2,1,26,26,3,0,7693,7693,0,0,3.399974,4,0.000000,0
18,FPP,3,3,7,133,133,21,0,1504,1504,0,0,60.104388,95,0.000000,0
18,FPP,4,4,0,10,10,1,0,20000,20000,0,0,1.000000,1,0.000000,0
18,FPP,5,5,4,106,106,1,0,1887,1887,0,0,2.517753,14,0.000000,0
18,FPP,6,6,6,131,131,18,0,1527,1527,0,0,37.664702,67,0.000000,0
18,FPP,7,7,5,116,116,16,0,1725,1724,0,1,25.548724,35,0.000000,0
run_id,policy,task_index,task_id,priority,period,deadline,wcet,offset,jobs_released,jobs_completed,deadline_miss,unfinished,rt_avg,rt_max,late_avg,late_max
19,FPP,0,0,6,117,117,18,0,1710,1710,0,0,44.007602,76,0.000000,0
19,FPP,1,1,3,90,90,5,0,2223,2223,0,0,8.267206,25,0.000000,0
19,FPP,2,2,0,33,33,1,0,6061,6061,0,0,1.000000,1,0.000000,0
19,FPP,3,3,4,99,99,6,0,2021,2021,0,0,11.878773,31,0.000000,0
19,FPP,4,4,5,107,107,18,0,1870,1869,0,1,31.189406,50,0.000000,0
19,FPP,5,5,2,84,84,12,0,2381,2381,0,0,14.480890,20,0.000000,0
19,FPP,6,6,1,53,53,7,0,3774,3774,0,0,7.212242,8,0.000000,0
19,FPP,7,7,7,141,141,7,0,1419,1419,0,0,34.131783,83,0.000000,0
run_id,policy,task_index,task_id,priority,period,deadline,wcet,offset,jobs_released,jobs_completed,deadline_miss,unfinished,rt_avg,rt_max,late_avg,late_max
20,FPP,0,0,1,108,108,8,0,1852,1852,0,0,8.195464,9,0.000000,0
20,FPP,1,1,7,142,142,33,0,1409,1409,0,0,77.435770,120,0.000000,0
20,FPP,2,2,5,132,132,8,0,1516,1516,0,0,11.932718,37,0.000000,0
20,FPP,3,3,4,129,129,14,0,1551,1551,0,0,16.695680,29,0.000000,0
20,FPP,4,4,2,111,111,2,0,1802,1802,0,0,2.489456,11,0.000000,0
20,FPP,5,5,3,124,124,4,0,1613,1613,0,0,4.700558,15,0.000000,0
20,FPP,6,6,0,41,41,1,0,4879,4879,0,0,1.000000,1,0.000000,0
20,FPP,7,7,6,139,139,38,0,1439,1439,0,0,55.668520,76,0.000000,0
run_id,policy,task_index,task_id,priority,period,deadline,wcet,offset,jobs_released,jobs_completed,deadline_miss,unfinished,rt_avg,rt_max,late_avg,late_max
21,FPP,0,0,0,29,29,2,0,6897,6897,0,0,2.000000,2,0.000000,0
21,FPP,1,1,5,125,125,25,0,1600,1600,0,0,39.099375,50,0.000000,0
21,FPP,2,2,7,148,148,26,0,1352,1352,0,0,69.291420,100,0.000000,0
21,FPP,3,3,4,109,109,7,0,1835,1835,0,0,10.520436,21,0.000000,0
21,FPP,4,4,2,55,55,8,0,3637,3637,0,0,9.119879,12,0.000000,0
21,FPP,5,5,6,132,132,8,0,1516,1516,0,0,23.316623,70,0.000000,0
21,FPP,6,6,1,37,37,2,0,5406,5406,0,0,2.172586,4,0.000000,0
21,FPP,7,7,3,57,57,2,0,3509,3509,0,0,3.396409,14,0.000000,0
run_id,policy,task_index,task_id,priority,period,deadline,wcet,offset,jobs_released,jobs_completed,deadline_miss,unfinished,rt_avg,rt_max,late_avg,late_max
22,FPP,0,0,6,138,138,14,0,1450,1450,0,0,43.013103,93,0.000000,0
22,FPP,1,1,5,131,131,23,0,1527,1527,0,0,43.494434,67,0.000000,0
22,FPP,2,2,2,98,98,2,0,2041,2041,0,0,3.030867,13,0.000000,0
22,FPP,3,3,7,144,144,12,0,1389,1389,1,0,51.769618,187,0.030958,43
22,FPP,4,4,1,81,81,10,0,2470,2470,0,0,10.588259,11,0.000000,0
22,FPP,5,5,3,102,102,19,0,1961,1961,0,0,24.646609,33,0.000000,0
22,FPP,6,6,0,17,17,1,0,11765,11765,0,0,1.000000,1,0.000000,0
22,FPP,7,7,4,109,109,9,0,1835,1835,0,0,17.023978,43,0.000000,0
run_id,policy,task_index,task_id,priority,period,deadline,wcet,offset,jobs_released,jobs_completed,deadline_miss,unfinished,rt_avg,rt_max,late_avg,late_max
23,FPP,0,0,4,101,101,2,0,1981,1981,0,0,6.998990,36,0.000000,0
23,FPP,1,1,0,69,69,8,0,2899,2899,0,0,8.000000,8,0.000000,0
23,FPP,2,2,7,150,150,29,0,1334,1333,0,1,74.092273,133,0.000000,0
23,FPP,3,3,6,109,109,1,0,1835,1835,0,0,10.376567,52,0.000000,0
23,FPP,4,4,2,83,83,2,0,2410,2410,0,0,4.658506,23,0.000000,0
23,FPP,5,5,1,70,70,13,0,2858,2857,0,1,14.906895,21,0.000000,0
23,FPP,6,6,5,102,102,15,0,1961,1961,0,0,28.974503,51,0.000000,0
23,FPP,7,7,3,91,91,11,0,2198,2198,0,0,17.281165,34,0.000000,0
run_id,policy,task_index,task_id,priority,period,deadline,wcet,offset,jobs_released,jobs_completed,deadline_miss,unfinished,rt_avg,rt_max,late_avg,late_max
24,FPP,0,0,5,94,94,10,0,2128,2128,0,0,17.918703,30,0.000000,0
24,FPP,1,1,1,32,32,3,0,6250,6250,0,0,3.368480,5,0.000000,0
24,FPP,2,2,6,96,96,13,0,2084,2084,0,0,30.869002,52,0.000000,0
24,FPP,3,3,7,138,138,14,0,1450,1449,0,1,43.843340,76,0.000000,0
24,FPP,4,4,3,57,57,1,0,3509,3509,0,0,3.966657,10,0.000000,0
24,FPP,5,5,0,19,19,2,0,10527,10527,0,0,2.000000,2,0.000000,0
24,FPP,6,6,4,76,76,8,0,2632,2632,0,0,13.149696,18,0.000000,0
24,FPP,7,7,2,33,33,4,0,6061,6061,0,0,5.060386,9,0.000000,0
run_id,policy,task_index,task_id,priority,period,deadline,wcet,offset,jobs_released,jobs_completed,deadline_miss,unfinished,rt_avg,rt_max,late_avg,late_max
25,FPP,0,0,3,59,59,4,0,3390,3390,0,0,6.065192,16,0.000000,0
25,FPP,1,1,1,54,54,6,0,3704,3704,0,0,8.500000,11,0.000000,0
25,FPP,2,2,6,128,128,9,0,1563,1563,0,0,22.118362,51,0.000000,0
25,FPP,3,3,2,54,54,1,0,3704,3704,0,0,9.500000,12,0.000000,0
25,FPP,4,4,7,144,144,25,0,1389,1389,0,0,66.326854,94,0.000000,0
25,FPP,5,5,4,60,60,2,0,3334,3334,0,0,5.102579,18,0.000000,0
25,FPP,6,6,0,36,36,5,0,5556,5556,0,0,5.000000,5,0.000000,0
25,FPP,7,7,5,116,116,19,0,1725,1724,0,1,29.808585,42,0.000000,0
run_id,policy,task_index,task_id,priority,period,deadline,wcet,offset,jobs_released,jobs_completed,deadline_miss,unfinished,rt_avg,rt_max,late_avg,late_max
26,FPP,0,0,1,25,25,1,0,8000,8000,0,0,1.500000,3,0.000000,0
26,FPP,1,1,5,134,134,21,0,1493,1493,0,0,32.166778,39,0.000000,0
26,FPP,2,2,4,94,94,3,0,2128,2128,0,0,4.687500,12,0.000000,0
26,FPP,3,3,6,141,141,16,0,1419,1419,0,0,35.182523,66,0.000000,0
26,FPP,4,4,7,141,141,20,0,1419,1418,0,1,73.478138,92,0.000000,0
26,FPP,5,5,2,26,26,3,0,7693,7693,0,0,3.539971,6,0.000000,0
26,FPP,6,6,0,20,20,2,0,10000,10000,0,0,2.000000,2,0.000000,0
26,FPP,7,7,3,49,49,3,0,4082,4082,0,0,4.130573,9,0.000000,0
run_id,policy,task_index,task_id,priority,period,deadline,wcet,offset,jobs_released,jobs_completed,deadline_miss,unfinished,rt_avg,rt_max,late_avg,late_max
27,FPP,0,0,6,111,111,9,0,1802,1802,0,0,26.107103,56,0.000000,0
27,FPP,1,1,2,49,49,1,0,4082,4082,0,0,1.633758,7,0.000000,0
27,FPP,2,2,1,26,26,3,0,7693,7693,0,0,3.700117,6,0.000000,0
27,FPP,3,3,0,20,20,3,0,10000,10000,0,0,3.000000,3,0.000000,0
27,FPP,4,4,3,63,63,10,0,3175,3175,0,0,13.782362,17,0.000000,0
27,FPP,5,5,4,73,73,4,0,2740,2740,0,0,8.282847,24,0.000000,0
27,FPP,6,6,5,95,95,13,0,2106,2106,0,0,25.813390,40,0.000000,0
27,FPP,7,7,7,145,145,12,0,1380,1379,0,1,42.762872,91,0.000000,0
run_id,policy,task_index,task_id,priority,period,deadline,wcet,offset,jobs_released,jobs_completed,deadline_miss,unfinished,rt_avg,rt_max,late_avg,late_max
28,FPP,0,0,0,15,15,2,0,13334,13334,0,0,2.000000,2,0.000000,0
28,FPP,1,1,2,24,24,1,0,8334,8334,0,0,1.600072,4,0.000000,0
28,FPP,2,2,4,67,67,13,0,2986,2985,0,1,21.934338,34,0.000000,0
28,FPP,3,3,1,15,15,1,0,13334,13334,0,0,3.000000,3,0.000000,0
28,FPP,4,4,5,93,93,9,0,2151,2151,0,0,23.070200,43,0.000000,0
28,FPP,5,5,3,63,63,10,0,3175,3175,0,0,13.025197,14,0.000000,0
28,FPP,6,6,7,136,136,15,0,1471,1471,0,0,50.576479,111,0.000000,0
28,FPP,7,7,6,113,113,3,0,1770,1770,0,0,15.402260,50,0.000000,0
run_id,policy,task_index,task_id,priority,period,deadline,wcet,offset,jobs_released,jobs_completed,deadline_miss,unfinished,rt_avg,rt_max,late_avg,late_max
29,FPP,0,0,3,74,74,3,0,2703,2703,0,0,5.570477,19,0.000000,0
29,FPP,1,1,6,117,117,17,0,1710,1710,0,0,40.133333,63,0.000000,0
29,FPP,2,2,2,65,65,12,0,3077,3077,0,0,13.571986,16,0.000000,0
29,FPP,3,3,7,122,122,13,0,1640,1639,2,1,49.348993,157,0.025625,35
29,FPP,4,4,1,41,41,1,0,4879,4879,0,0,1.187538,4,0.000000,0
29,FPP,5,5,4,91,91,12,0,2198,2198,0,0,18.762056,31,0.000000,0
29,FPP,6,6,5,96,96,11,0,2084,2084,0,0,24.254798,46,0.000000,0
29,FPP,7,7,0,32,32,3,0,6250,6250,0,0,3.000000,3,0.000000,0
run_id,policy,task_index,task_id,priority,period,deadline,wcet,offset,jobs_released,jobs_completed,deadline_miss,unfinished,rt_avg,rt_max,late_avg,late_max
30,FPP,0,0,0,10,10,1,0,20000,20000,0,0,1.000000,1,0.000000,0
30,FPP,1,1,7,118,118,17,0,1695,1695,0,0,50.076106,86,0.000000,0
30,FPP,2,2,1,46,46,5,0,4348,4348,0,0,5.600046,6,0.000000,0
30,FPP,3,3,5,111,111,15,0,1802,1802,0,0,26.067703,39,0.000000,0
30,FPP,4,4,2,55,55,8,0,3637,3637,0,0,10.348364,15,0.000000,0
30,FPP,5,5,4,100,100,6,0,2000,2000,0,0,10.903000,23,0.000000,0
30,FPP,6,6,3,68,68,1,0,2942,2942,0,0,2.723657,16,0.000000,0
30,FPP,7,7,6,113,113,11,0,1770,1770,0,0,26.884181,66,0.000000,0
run_id,policy,task_index,task_id,priority,period,deadline,wcet,offset,jobs_released,jobs_completed,deadline_miss,unfinished,rt_avg,rt_max,late_avg,late_max
31,FPP,0,0,3,70,70,14,0,2858,2857,0,1,20.259013,29,0.000000,0
31,FPP,1,1,7,115,115,7,0,1740,1739,1,1,31.089132,127,0.006901,12
31,FPP,2,2,5,88,88,5,0,2273,2273,0,0,18.468544,47,0.000000,0
31,FPP,3,3,4,84,84,11,0,2381,2381,0,0,22.889962,41,0.000000,0
31,FPP,4,4,1,54,54,8,0,3704,3704,0,0,8.600162,9,0.000000,0
31,FPP,5,5,0,15,15,1,0,13334,13334,0,0,1.000000,1,0.000000,0
31,FPP,6,6,6,96,96,6,0,2084,2084,0,0,22.874280,53,0.000000,0
31,FPP,7,7,2,55,55,5,0,3637,3637,0,0,6.763541,14,0.000000,0
run_id,policy,task_index,task_id,priority,period,deadline,wcet,offset,jobs_released,jobs_completed,deadline_miss,unfinished,rt_avg,rt_max,late_avg,late_max
32,FPP,0,0,2,78,78,3,0,2565,2565,0,0,3.854971,10,0.000000,0
32,FPP,1,1,7,146,146,12,0,1370,1370,0,0,41.921898,89,0.000000,0
32,FPP,2,2,4,92,92,12,0,2174,2174,0,0,16.385465,26,0.000000,0
32,FPP,3,3,0,35,35,4,0,5715,5715,0,0,4.000000,4,0.000000,0
32,FPP,4,4,3,82,82,4,0,2440,2439,0,1,5.340303,14,0.000000,0
